Order_ID,Order_Date,Customer,Product,Category,Region,Salesperson,Quantity,Unit_Price,Discount,Revenue,Cost,Profit,Profit_Margin,Month
ORD03089,2025-01-06,Customer_0066,Network Controller,Networking,West,Rahul,11,17614.33,0.05,184069.75,112379.43,71690.32,0.3895,2025-01
ORD00081,2025-01-06,Customer_0259,Cloud Platform,Software,Central,Rohan,17,35240.42,0.15,509224.07,179726.14,329497.93,0.6471,2025-01
ORD04185,2025-01-06,Customer_0105,Smart Meter,Energy Management,South,Ananya,18,8496.13,0.05,145283.82,103992.63,41291.19,0.2842,2025-01
ORD04610,2025-01-06,Customer_0018,Data Logger,Data Solutions,North,Kavya,19,6572.62,0.2,99903.82,78674.26,21229.56,0.2125,2025-01
ORD04224,2025-01-06,Customer_0132,Network Controller,Networking,South,Priya,5,17562.58,0.05,83422.26,50931.48,32490.77,0.3895,2025-01
ORD00185,2025-01-07,Customer_0416,Communication Module,IoT Devices,East,Meera,11,4470.07,0.1,44253.69,30485.88,13767.82,0.3111,2025-01
ORD03327,2025-01-07,Customer_0250,Communication Module,IoT Devices,Central,Vikram,9,4547.1,0.0,40923.9,25372.82,15551.08,0.38,2025-01
ORD00481,2025-01-07,Customer_0138,IoT Gateway,IoT Devices,West,Vikram,17,15125.97,0.2,205713.19,154284.89,51428.3,0.25,2025-01
ORD01579,2025-01-07,Customer_0172,Energy Monitor,Energy Management,Central,Sneha,13,7155.8,0.2,74420.32,59536.26,14884.06,0.2,2025-01
ORD04402,2025-01-07,Customer_0258,Network Controller,Networking,North,Kavya,2,17957.52,0.1,32323.54,20830.72,11492.81,0.3556,2025-01
ORD02965,2025-01-07,Customer_0268,Smart Sensor,IoT Devices,East,Rahul,16,6001.01,0.1,86414.54,58569.86,27844.69,0.3222,2025-01
ORD02846,2025-01-07,Customer_0147,Smart Sensor,IoT Devices,North,Ananya,17,6003.36,0.0,102057.12,62254.84,39802.28,0.39,2025-01
ORD02820,2025-01-07,Customer_0106,Network Controller,Networking,North,Rahul,18,18910.4,0.2,272309.76,197424.58,74885.18,0.275,2025-01
ORD01857,2025-01-07,Customer_0356,Energy Monitor,Energy Management,South,Meera,13,7038.79,0.05,86929.06,58562.73,28366.32,0.3263,2025-01
ORD04688,2025-01-07,Customer_0314,Energy Monitor,Energy Management,Central,Rahul,4,6709.18,0.05,25494.88,17175.5,8319.38,0.3263,2025-01
ORD03996,2025-01-07,Customer_0213,Advanced Meter,Energy Management,West,Aarav,8,13689.72,0.15,93090.1,71186.54,21903.55,0.2353,2025-01
ORD01213,2025-01-07,Customer_0397,Energy Monitor,Energy Management,Central,Arjun,14,7055.42,0.2,79020.7,63216.56,15804.14,0.2,2025-01
ORD04300,2025-01-07,Customer_0293,Smart Sensor,IoT Devices,North,Rahul,4,5143.43,0.1,18516.35,12549.97,5966.38,0.3222,2025-01
ORD01633,2025-01-07,Customer_0376,Communication Module,IoT Devices,South,Ananya,11,3849.17,0.15,35989.74,26251.34,9738.4,0.2706,2025-01
ORD03700,2025-01-08,Customer_0386,Energy Monitor,Energy Management,East,Priya,5,7204.97,0.1,32422.36,23055.9,9366.46,0.2889,2025-01
ORD00076,2025-01-08,Customer_0178,Data Logger,Data Solutions,West,Arjun,4,6750.63,0.1,24302.27,17011.59,7290.68,0.3,2025-01
ORD03083,2025-01-08,Customer_0120,Communication Module,IoT Devices,East,Rahul,7,4105.77,0.05,27303.37,17819.04,9484.33,0.3474,2025-01
ORD01496,2025-01-08,Customer_0375,Cloud Platform,Software,East,Aarav,17,34772.81,0.1,532023.99,177341.33,354682.66,0.6667,2025-01
ORD00680,2025-01-08,Customer_0451,Communication Module,IoT Devices,Central,Ananya,20,4178.53,0.0,83570.6,51813.77,31756.83,0.38,2025-01
ORD00667,2025-01-08,Customer_0299,Communication Module,IoT Devices,East,Vikram,19,4028.19,0.1,68882.05,47452.08,21429.97,0.3111,2025-01
ORD04840,2025-01-08,Customer_0385,Advanced Meter,Energy Management,South,Meera,5,13248.17,0.1,59616.77,43056.55,16560.21,0.2778,2025-01
ORD04646,2025-01-08,Customer_0045,IoT Gateway,IoT Devices,Central,Vikram,14,14646.87,0.05,194803.37,123033.71,71769.66,0.3684,2025-01
ORD03598,2025-01-09,Customer_0376,Energy Monitor,Energy Management,West,Meera,4,7503.35,0.15,25511.39,19208.58,6302.81,0.2471,2025-01
ORD03226,2025-01-09,Customer_0130,IoT Gateway,IoT Devices,Central,Ananya,20,14841.65,0.1,267149.7,178099.8,89049.9,0.3333,2025-01
ORD04548,2025-01-09,Customer_0394,Communication Module,IoT Devices,South,Vikram,6,4028.96,0.25,18130.32,14987.73,3142.59,0.1733,2025-01
ORD00193,2025-01-09,Customer_0214,IoT Gateway,IoT Devices,Central,Arjun,6,14176.62,0.05,80806.73,51035.83,29770.9,0.3684,2025-01
ORD00200,2025-01-09,Customer_0041,Analytics License,Software,South,Ananya,6,22513.06,0.15,114816.61,47277.43,67539.18,0.5882,2025-01
ORD04307,2025-01-09,Customer_0090,Data Logger,Data Solutions,South,Vikram,18,7344.84,0.1,118986.41,83290.49,35695.92,0.3,2025-01
ORD00707,2025-01-09,Customer_0272,Energy Monitor,Energy Management,East,Vikram,13,7630.06,0.2,79352.62,63482.1,15870.52,0.2,2025-01
ORD04765,2025-01-09,Customer_0004,Smart Meter,Energy Management,Central,Rohan,15,9041.45,0.2,108497.4,92222.79,16274.61,0.15,2025-01
ORD04770,2025-01-09,Customer_0236,IoT Gateway,IoT Devices,South,Ananya,11,15158.98,0.05,158411.34,100049.27,58362.07,0.3684,2025-01
ORD02446,2025-01-09,Customer_0433,Data Logger,Data Solutions,North,Sneha,20,6698.85,0.05,127278.15,84405.51,42872.64,0.3368,2025-01
ORD03198,2025-01-09,Customer_0475,Advanced Meter,Energy Management,South,Vikram,15,12529.32,0.15,159748.83,122160.87,37587.96,0.2353,2025-01
ORD00963,2025-01-09,Customer_0146,Energy Monitor,Energy Management,North,Ananya,19,7295.79,0.15,117827.01,88716.81,29110.2,0.2471,2025-01
ORD02435,2025-01-09,Customer_0153,Smart Meter,Energy Management,South,Meera,5,9032.25,0.05,42903.19,30709.65,12193.54,0.2842,2025-01
ORD01384,2025-01-09,Customer_0021,Cloud Platform,Software,West,Vikram,9,31863.17,0.2,229414.82,86030.56,143384.27,0.625,2025-01
ORD01175,2025-01-09,Customer_0490,Smart Sensor,IoT Devices,North,Meera,1,5017.34,0.1,4515.61,3060.58,1455.03,0.3222,2025-01
ORD04996,2025-01-09,Customer_0127,Analytics License,Software,East,Sneha,9,21064.31,0.1,170620.91,66352.58,104268.33,0.6111,2025-01
ORD02155,2025-01-10,Customer_0058,Energy Monitor,Energy Management,East,Kavya,8,7444.4,0.15,50621.92,38115.33,12506.59,0.2471,2025-01
ORD00706,2025-01-10,Customer_0381,Smart Sensor,IoT Devices,North,Sneha,20,5586.88,0.0,111737.6,68159.94,43577.66,0.39,2025-01
ORD02057,2025-01-10,Customer_0408,Energy Monitor,Energy Management,East,Aarav,10,7734.0,0.0,77340.0,49497.6,27842.4,0.36,2025-01
ORD04391,2025-01-10,Customer_0405,Smart Sensor,IoT Devices,East,Aarav,15,4991.41,0.1,67384.04,45671.4,21712.63,0.3222,2025-01
ORD01180,2025-01-10,Customer_0475,Smart Meter,Energy Management,West,Sneha,16,7664.2,0.05,116495.84,83386.5,33109.34,0.2842,2025-01
ORD04454,2025-01-10,Customer_0088,IoT Gateway,IoT Devices,South,Kavya,16,14503.31,0.2,185642.37,139231.78,46410.59,0.25,2025-01
ORD03624,2025-01-10,Customer_0143,Analytics License,Software,North,Rohan,17,22190.55,0.25,282929.51,132033.77,150895.74,0.5333,2025-01
ORD01091,2025-01-10,Customer_0057,Communication Module,IoT Devices,East,Aarav,17,4469.51,0.05,72182.59,47108.64,25073.95,0.3474,2025-01
ORD01434,2025-01-10,Customer_0435,Data Logger,Data Solutions,East,Kavya,9,7202.81,0.0,64825.29,40839.93,23985.36,0.37,2025-01
ORD03852,2025-01-10,Customer_0407,Data Logger,Data Solutions,South,Sneha,12,6294.42,0.15,64203.08,47585.82,16617.27,0.2588,2025-01
ORD01431,2025-01-10,Customer_0436,IoT Gateway,IoT Devices,East,Aarav,6,13779.86,0.15,70277.29,49607.5,20669.79,0.2941,2025-01
ORD01062,2025-01-10,Customer_0197,Network Controller,Networking,North,Sneha,8,17884.71,0.05,135923.8,82985.05,52938.74,0.3895,2025-01
ORD04856,2025-01-10,Customer_0400,Smart Sensor,IoT Devices,South,Kavya,9,5217.28,0.1,42259.97,28642.87,13617.1,0.3222,2025-01
ORD00638,2025-01-10,Customer_0066,Network Controller,Networking,North,Rahul,2,19765.46,0.1,35577.83,22927.93,12649.89,0.3556,2025-01
ORD01670,2025-01-10,Customer_0193,Smart Sensor,IoT Devices,North,Sneha,2,5132.09,0.15,8724.55,6261.15,2463.4,0.2824,2025-01
ORD02434,2025-01-10,Customer_0379,Smart Meter,Energy Management,North,Kavya,7,7744.16,0.15,46077.75,36862.2,9215.55,0.2,2025-01
ORD03762,2025-01-10,Customer_0461,Smart Meter,Energy Management,Central,Ananya,5,8055.92,0.2,32223.68,27390.13,4833.55,0.15,2025-01
ORD02561,2025-01-10,Customer_0187,IoT Gateway,IoT Devices,West,Sneha,16,15713.3,0.05,238842.16,150847.68,87994.48,0.3684,2025-01
ORD04991,2025-01-10,Customer_0086,Communication Module,IoT Devices,North,Meera,13,3836.25,0.15,42390.56,30920.17,11470.39,0.2706,2025-01
ORD00757,2025-01-10,Customer_0405,Cloud Platform,Software,West,Aarav,7,37273.65,0.15,221778.22,78274.67,143503.55,0.6471,2025-01
ORD04141,2025-01-10,Customer_0032,Energy Monitor,Energy Management,West,Kavya,6,6556.65,0.15,33438.91,25177.54,8261.38,0.2471,2025-01
ORD03611,2025-01-10,Customer_0164,Smart Meter,Energy Management,South,Rahul,8,8551.13,0.05,64988.59,46518.15,18470.44,0.2842,2025-01
ORD03127,2025-01-11,Customer_0291,Energy Monitor,Energy Management,East,Meera,20,7326.64,0.05,139206.16,93780.99,45425.17,0.3263,2025-01
ORD00912,2025-01-11,Customer_0100,IoT Gateway,IoT Devices,West,Kavya,7,16230.65,0.05,107933.82,68168.73,39765.09,0.3684,2025-01
ORD02791,2025-01-11,Customer_0238,Data Logger,Data Solutions,North,Rohan,6,7149.74,0.2,34318.75,27026.02,7292.73,0.2125,2025-01
ORD03039,2025-01-11,Customer_0132,Smart Sensor,IoT Devices,Central,Ananya,10,5095.96,0.15,43315.66,31085.36,12230.3,0.2824,2025-01
ORD00656,2025-01-11,Customer_0390,Smart Sensor,IoT Devices,West,Kavya,6,5525.53,0.05,31495.52,20223.44,11272.08,0.3579,2025-01
ORD03694,2025-01-11,Customer_0042,Analytics License,Software,East,Kavya,14,24060.49,0.15,286319.83,117896.4,168423.43,0.5882,2025-01
ORD04074,2025-01-11,Customer_0036,Smart Sensor,IoT Devices,South,Rohan,11,5823.49,0.2,51246.71,39075.62,12171.09,0.2375,2025-01
ORD04299,2025-01-11,Customer_0024,Smart Sensor,IoT Devices,East,Priya,18,5433.07,0.05,92905.5,59655.11,33250.39,0.3579,2025-01
ORD04665,2025-01-11,Customer_0375,Network Controller,Networking,Central,Rahul,8,17447.55,0.15,118643.34,80956.63,37686.71,0.3176,2025-01
ORD04208,2025-01-11,Customer_0409,Communication Module,IoT Devices,South,Meera,8,3938.12,0.2,25203.97,19533.08,5670.89,0.225,2025-01
ORD03095,2025-01-12,Customer_0232,Cloud Platform,Software,East,Rahul,19,32766.06,0.05,591427.38,186766.54,404660.84,0.6842,2025-01
ORD02171,2025-01-12,Customer_0262,Energy Monitor,Energy Management,East,Arjun,1,6800.79,0.15,5780.67,4352.51,1428.17,0.2471,2025-01
ORD02467,2025-01-12,Customer_0136,Smart Sensor,IoT Devices,North,Sneha,8,5410.96,0.15,36794.53,26405.48,10389.04,0.2824,2025-01
ORD03062,2025-01-12,Customer_0082,Network Controller,Networking,East,Kavya,13,19094.78,0.05,235820.53,143974.64,91845.89,0.3895,2025-01
ORD04464,2025-01-12,Customer_0426,Network Controller,Networking,North,Vikram,9,17917.33,0.1,145130.37,93528.46,51601.91,0.3556,2025-01
ORD03157,2025-01-12,Customer_0092,Smart Meter,Energy Management,West,Rahul,20,8200.03,0.05,155800.57,111520.41,44280.16,0.2842,2025-01
ORD03872,2025-01-12,Customer_0143,Network Controller,Networking,Central,Kavya,6,18553.85,0.15,94624.64,64567.4,30057.24,0.3176,2025-01
ORD00295,2025-01-12,Customer_0437,Analytics License,Software,North,Sneha,17,19848.54,0.15,286811.4,118098.81,168712.59,0.5882,2025-01
ORD02547,2025-01-12,Customer_0475,IoT Gateway,IoT Devices,South,Kavya,11,15516.81,0.05,162150.66,102410.95,59739.72,0.3684,2025-01
ORD02511,2025-01-12,Customer_0261,Advanced Meter,Energy Management,Central,Rohan,4,11629.92,0.1,41867.71,30237.79,11629.92,0.2778,2025-01
ORD04602,2025-01-12,Customer_0458,Energy Monitor,Energy Management,East,Rohan,7,6862.79,0.15,40833.6,30745.3,10088.3,0.2471,2025-01
ORD04105,2025-01-12,Customer_0178,Communication Module,IoT Devices,East,Aarav,9,4401.45,0.15,33671.09,24560.09,9111.0,0.2706,2025-01
ORD02860,2025-01-12,Customer_0362,Cloud Platform,Software,South,Arjun,20,33026.12,0.25,495391.8,198156.72,297235.08,0.6,2025-01
ORD03579,2025-01-12,Customer_0373,Smart Sensor,IoT Devices,South,Aarav,20,5041.96,0.2,80671.36,61511.91,19159.45,0.2375,2025-01
ORD03076,2025-01-12,Customer_0131,Smart Sensor,IoT Devices,Central,Rahul,6,5016.44,0.15,25583.84,18360.17,7223.67,0.2824,2025-01
ORD00203,2025-01-12,Customer_0122,Analytics License,Software,East,Rohan,12,20502.0,0.2,196819.2,86108.4,110710.8,0.5625,2025-01
ORD04079,2025-01-12,Customer_0326,Smart Sensor,IoT Devices,East,Ananya,8,5742.75,0.05,43644.9,28024.62,15620.28,0.3579,2025-01
ORD03310,2025-01-12,Customer_0271,Energy Monitor,Energy Management,East,Aarav,16,6617.18,0.05,100581.14,67759.92,32821.21,0.3263,2025-01
ORD01922,2025-01-12,Customer_0147,Network Controller,Networking,North,Meera,9,20039.75,0.2,144286.2,104607.49,39678.71,0.275,2025-01
ORD04486,2025-01-12,Customer_0455,Data Logger,Data Solutions,South,Aarav,20,6500.68,0.15,110511.56,81908.57,28602.99,0.2588,2025-01
ORD02419,2025-01-13,Customer_0083,Communication Module,IoT Devices,North,Priya,2,4586.14,0.0,9172.28,5686.81,3485.47,0.38,2025-01
ORD02825,2025-01-13,Customer_0045,Communication Module,IoT Devices,Central,Priya,12,4134.54,0.15,42172.31,30760.98,11411.33,0.2706,2025-01
ORD01291,2025-01-13,Customer_0050,Smart Sensor,IoT Devices,West,Ananya,12,5511.43,0.25,49602.87,40343.67,9259.2,0.1867,2025-01
ORD00413,2025-01-13,Customer_0386,Network Controller,Networking,North,Vikram,18,18692.66,0.1,302821.09,195151.37,107669.72,0.3556,2025-01
ORD02856,2025-01-13,Customer_0253,Communication Module,IoT Devices,Central,Sneha,13,3910.83,0.0,50840.79,31521.29,19319.5,0.38,2025-01
ORD01439,2025-01-13,Customer_0494,Advanced Meter,Energy Management,South,Arjun,3,12533.74,0.0,37601.22,24440.79,13160.43,0.35,2025-01
ORD02792,2025-01-13,Customer_0225,Smart Meter,Energy Management,West,Priya,1,8098.08,0.15,6883.37,5506.69,1376.67,0.2,2025-01
ORD01094,2025-01-13,Customer_0100,Network Controller,Networking,North,Priya,19,19958.47,0.05,360250.38,219942.34,140308.04,0.3895,2025-01
ORD03890,2025-01-13,Customer_0362,Data Logger,Data Solutions,South,Rahul,16,6655.31,0.2,85187.97,67085.52,18102.44,0.2125,2025-01
ORD00062,2025-01-13,Customer_0062,Cloud Platform,Software,West,Vikram,3,32221.87,0.2,77332.49,28999.68,48332.8,0.625,2025-01
ORD01430,2025-01-13,Customer_0047,Communication Module,IoT Devices,West,Sneha,5,4041.1,0.25,15154.12,12527.41,2626.72,0.1733,2025-01
ORD00557,2025-01-13,Customer_0218,Cloud Platform,Software,East,Arjun,17,36856.12,0.2,501243.23,187966.21,313277.02,0.625,2025-01
ORD03936,2025-01-13,Customer_0425,Analytics License,Software,Central,Meera,1,20933.75,0.05,19887.06,7326.81,12560.25,0.6316,2025-01
ORD01100,2025-01-14,Customer_0400,Advanced Meter,Energy Management,South,Ananya,14,13499.03,0.2,151189.14,122841.17,28347.96,0.1875,2025-01
ORD02730,2025-01-14,Customer_0175,Data Logger,Data Solutions,West,Vikram,19,7112.13,0.15,114860.9,85132.2,29728.7,0.2588,2025-01
ORD04403,2025-01-14,Customer_0097,Smart Sensor,IoT Devices,North,Ananya,15,5201.85,0.2,62422.2,47596.93,14825.27,0.2375,2025-01
ORD04530,2025-01-14,Customer_0147,Cloud Platform,Software,East,Arjun,20,34478.05,0.0,689561.0,206868.3,482692.7,0.7,2025-01
ORD00597,2025-01-14,Customer_0283,Communication Module,IoT Devices,Central,Aarav,15,3897.26,0.1,52613.01,36244.52,16368.49,0.3111,2025-01
ORD03902,2025-01-14,Customer_0493,Energy Monitor,Energy Management,East,Sneha,13,7708.57,0.2,80169.13,64135.3,16033.83,0.2,2025-01
ORD02590,2025-01-14,Customer_0032,Advanced Meter,Energy Management,South,Priya,17,13122.1,0.15,189614.34,144999.21,44615.14,0.2353,2025-01
ORD00538,2025-01-14,Customer_0155,Network Controller,Networking,South,Ananya,11,20162.04,0.2,177425.95,128633.82,48792.14,0.275,2025-01
ORD01440,2025-01-14,Customer_0111,Data Logger,Data Solutions,West,Rahul,8,6666.5,0.15,45332.2,33599.16,11733.04,0.2588,2025-01
ORD02719,2025-01-15,Customer_0023,Communication Module,IoT Devices,East,Rahul,6,4459.7,0.1,24082.38,16590.08,7492.3,0.3111,2025-01
ORD02007,2025-01-15,Customer_0300,Data Logger,Data Solutions,Central,Vikram,14,6173.0,0.2,69137.6,54445.86,14691.74,0.2125,2025-01
ORD00116,2025-01-15,Customer_0231,Smart Sensor,IoT Devices,East,Sneha,15,5632.08,0.1,76033.08,51533.53,24499.55,0.3222,2025-01
ORD01829,2025-01-15,Customer_0305,Analytics License,Software,West,Sneha,18,20066.48,0.2,288957.31,126418.82,162538.49,0.5625,2025-01
ORD03158,2025-01-15,Customer_0447,Communication Module,IoT Devices,North,Kavya,16,4526.74,0.15,61563.66,44905.26,16658.4,0.2706,2025-01
ORD01337,2025-01-15,Customer_0102,Data Logger,Data Solutions,West,Ananya,15,6541.17,0.0,98117.55,61814.06,36303.49,0.37,2025-01
ORD01800,2025-01-15,Customer_0072,Cloud Platform,Software,Central,Vikram,5,37526.51,0.2,150106.04,56289.77,93816.28,0.625,2025-01
ORD03041,2025-01-15,Customer_0453,Advanced Meter,Energy Management,North,Rahul,17,11546.64,0.0,196292.88,127590.37,68702.51,0.35,2025-01
ORD02726,2025-01-15,Customer_0240,Network Controller,Networking,East,Kavya,9,17561.54,0.15,134345.78,91671.24,42674.54,0.3176,2025-01
